,type,zola,water,price,heat,sera
3766,мазут,0.066,0.169,1063.0,39451.409,1.282
3767,мазут,0.022,0.141,1283.0,40583.772,3.406
3768,мазут,0.032,0.171,1267.0,39402.46,3.116
3769,мазут,0.037,0.042,1256.0,40702.181,1.47
3770,мазут,0.056,0.412,1213.0,40132.992,1.46
3771,мазут,0.021,0.093,1028.0,39681.433,1.936
3772,мазут,0.039,0.097,1481.0,40612.65,3.088
3773,мазут,0.055,0.126,1425.0,39439.253,1.981
3774,мазут,0.069,0.195,1336.0,39556.83,2.408
3775,мазут,0.022,0.269,1169.0,40083.846,0.429
3776,мазут,0.038,0.04,1099.0,40024.243,2.523
3777,мазут,0.026,0.309,1162.0,40302.731,2.027
3778,мазут,0.06,0.192,1358.0,39686.839,2.851
3779,мазут,0.086,0.485,1235.0,40931.851,1.813
3780,мазут,0.057,0.355,1269.0,39546.614,2.864
3781,мазут,0.09,0.182,1469.0,40024.163,1.628
3782,мазут,0.059,0.269,1214.0,40296.589,2.398
3783,мазут,0.071,0.17,1339.0,39190.074,3.19
3784,мазут,0.031,0.327,1430.0,40292.113,0.766
3785,мазут,0.054,0.041,1166.0,39033.392,1.848
3786,мазут,0.043,0.226,1179.0,39518.863,3.405
3787,мазут,0.083,0.249,1221.0,39630.839,2.416
3788,мазут,0.05,0.045,1285.0,39612.314,0.544
3789,мазут,0.045,0.068,1162.0,39824.682,1.986
3790,мазут,0.027,0.386,1368.0,39396.57,1.881
3791,мазут,0.047,0.406,1354.0,39544.55,1.381
3792,мазут,0.046,0.074,1250.0,39618.926,1.899
3793,мазут,0.024,0.035,1417.0,40509.046,1.61
3794,мазут,0.083,0.204,1230.0,40097.336,1.014
3795,мазут,0.096,0.007,1207.0,40137.121,1.135
3796,мазут,0.039,0.156,1320.0,40894.867,0.802
3797,мазут,0.086,0.263,1247.0,39883.176,3.74
3798,мазут,0.051,0.243,1160.0,40012.738,2.722
3799,мазут,0.088,0.193,1247.0,40971.614,2.324
3800,мазут,0.034,0.023,1160.0,40061.847,0.483
3801,мазут,0.059,0.022,1229.0,39830.279,0.749
3802,мазут,0.034,0.415,1312.0,39352.0,2.403
3803,мазут,0.023,0.207,1398.0,40496.741,1.208
3804,мазут,0.049,0.266,1306.0,39703.09,1.754
3805,мазут,0.07,0.255,1355.0,40714.053,0.995
3806,мазут,0.042,0.057,1027.0,39646.417,3.055
3807,мазут,0.047,0.141,1495.0,39695.281,2.169
3808,мазут,0.064,0.076,1349.0,40513.852,3.408
3809,мазут,0.038,0.35,1265.0,39189.945,2.497
3810,мазут,0.035,0.361,1159.0,40068.599,1.077
3811,мазут,0.03,0.301,1103.0,39964.147,3.632
3812,мазут,0.056,0.283,1391.0,39887.013,1.062
3813,мазут,0.081,0.092,1322.0,40305.061,1.707
3814,мазут,0.069,0.238,1177.0,39878.62,2.492
3815,мазут,0.068,0.226,1405.0,39781.817,1.073
3816,мазут,0.047,0.164,1130.0,40144.705,1.318
3817,мазут,0.07,0.439,1142.0,39671.8,1.472
3818,мазут,0.043,0.025,1482.0,40373.415,2.983
3819,мазут,0.035,0.266,1004.0,40320.329,1.785
3820,мазут,0.065,0.225,1070.0,40174.835,2.109
3821,мазут,0.026,0.069,1041.0,40458.585,2.308
3822,мазут,0.044,0.264,1253.0,39122.899,1.131
3823,мазут,0.067,0.111,1457.0,40394.716,1.006
3824,мазут,0.079,0.235,1351.0,39987.303,1.746
3825,мазут,0.058,0.292,1413.0,40196.36,0.513
3826,мазут,0.076,0.278,1158.0,39354.207,1.623
3827,мазут,0.045,0.327,1096.0,40307.541,3.571
3828,мазут,0.059,0.284,1431.0,40842.409,0.308
3829,мазут,0.039,0.283,1172.0,40189.748,2.479
3830,мазут,0.071,0.026,1293.0,39182.716,0.87
3831,мазут,0.082,0.253,1282.0,40792.118,1.201
3832,мазут,0.046,0.129,1427.0,40357.747,1.846
3833,мазут,0.081,0.144,1220.0,40414.013,3.17
3834,мазут,0.054,0.473,1191.0,39826.233,0.892
3835,мазут,0.072,0.192,1264.0,39907.666,2.504
3836,мазут,0.045,0.024,1035.0,39660.947,2.019
3837,мазут,0.039,0.188,1314.0,40244.652,1.71
3838,мазут,0.052,0.03,1246.0,39875.655,0.596
3839,мазут,0.05,0.351,1090.0,40277.207,2.545
3840,мазут,0.096,0.198,1128.0,40054.983,2.802
3841,мазут,0.053,0.384,1360.0,39451.53,2.058
3842,мазут,0.062,0.008,1268.0,40058.395,1.918
3843,мазут,0.038,0.187,1428.0,39782.104,0.409
3844,мазут,0.035,0.013,1260.0,39928.693,0.711
3845,мазут,0.064,0.449,1312.0,40023.594,0.349
3846,мазут,0.047,0.437,1176.0,40665.459,1.339
3847,мазут,0.084,0.251,1336.0,40493.363,3.356
3848,мазут,0.056,0.127,1463.0,40358.439,0.987
3849,мазут,0.047,0.08,1244.0,39743.169,0.74
3850,мазут,0.037,0.292,1113.0,39623.562,1.447
3851,мазут,0.025,0.043,1293.0,39047.667,1.5
3852,мазут,0.054,0.407,1203.0,39303.478,0.655
3853,мазут,0.083,0.067,1266.0,39572.909,2.009
3854,мазут,0.034,0.124,1462.0,39588.344,1.459
3855,мазут,0.066,0.186,1226.0,40630.013,1.465
3856,мазут,0.034,0.221,1267.0,40523.736,2.033
3857,мазут,0.06,0.239,1405.0,39690.838,1.642
3858,мазут,0.11,0.246,1166.0,39416.711,1.857
3859,мазут,0.09,0.179,1182.0,40281.663,2.289
3860,мазут,0.073,0.066,1200.0,39759.615,1.454
3861,мазут,0.027,0.083,1429.0,39514.209,2.674
3862,мазут,0.04,0.279,1246.0,39284.303,0.725
3863,мазут,0.053,0.174,1245.0,40268.739,0.617
3864,мазут,0.05,0.077,1383.0,39210.101,3.396
3865,мазут,0.058,0.114,1289.0,40381.773,1.501
3866,мазут,0.043,0.038,1476.0,39031.603,1.672
3867,мазут,0.054,0.212,1260.0,39729.376,3.226
3868,мазут,0.046,0.171,1434.0,39777.908,1.81
3869,мазут,0.041,0.044,1244.0,40464.785,3.173
3870,мазут,0.041,0.407,1316.0,40761.197,0.816
3871,мазут,0.042,0.26,1190.0,39398.255,1.639
3872,мазут,0.054,0.213,1324.0,40296.324,1.663
3873,мазут,0.048,0.281,1483.0,40107.216,0.389
3874,мазут,0.024,0.263,1363.0,40087.665,3.187
3875,мазут,0.081,0.176,1144.0,40938.469,1.17
3876,мазут,0.031,0.095,1172.0,40051.603,0.787
3877,мазут,0.055,0.219,1364.0,40592.238,3.454
3878,мазут,0.051,0.185,1207.0,40834.233,1.293
3879,мазут,0.058,0.25,1223.0,39396.191,2.241
3880,мазут,0.046,0.174,1262.0,40284.589,0.668
3881,мазут,0.04,0.134,1391.0,40416.678,2.619
3882,мазут,0.034,0.414,1417.0,39863.274,2.578
3883,мазут,0.035,0.164,1375.0,40054.493,1.802
3884,мазут,0.04,0.095,1105.0,40074.538,0.968
3885,мазут,0.024,0.186,1224.0,40056.261,2.9
3886,мазут,0.068,0.013,1068.0,39659.129,2.721
3887,мазут,0.048,0.144,1150.0,39488.18,2.155
3888,мазут,0.046,0.101,1275.0,40317.403,1.627
3889,мазут,0.048,0.081,1302.0,39890.579,1.814
3890,мазут,0.052,0.041,1170.0,39576.874,1.983
3891,мазут,0.043,0.172,1035.0,40852.583,2.505
3892,мазут,0.046,0.012,1227.0,40179.591,1.046
3893,мазут,0.031,0.207,1092.0,39842.622,3.039
3894,мазут,0.063,0.246,1045.0,39844.399,1.523
3895,мазут,0.047,0.338,1376.0,40281.633,1.701
3896,мазут,0.033,0.258,1123.0,39917.264,2.349
3897,мазут,0.032,0.098,1014.0,39944.397,2.081
3898,мазут,0.078,0.032,1103.0,39558.861,2.524
3899,мазут,0.063,0.125,1258.0,40009.279,3.092
3900,мазут,0.056,0.174,1379.0,39271.982,2.091
3901,мазут,0.067,0.108,1189.0,39784.139,1.023
3902,мазут,0.071,0.129,1325.0,40164.178,3.381
3903,мазут,0.045,0.213,1252.0,40352.663,1.548
3904,мазут,0.077,0.047,1084.0,39324.418,1.1
3905,мазут,0.06,0.23,1121.0,39630.951,3.02
3906,мазут,0.034,0.295,1246.0,39431.415,1.745
3907,мазут,0.039,0.019,1160.0,39609.428,2.562
3908,мазут,0.038,0.162,1384.0,39864.556,0.888
3909,мазут,0.048,0.334,1020.0,39880.393,2.128
3910,мазут,0.023,0.406,1368.0,39529.557,1.077
3911,мазут,0.039,0.258,1364.0,39987.601,1.626
3912,мазут,0.056,0.112,1300.0,39176.446,2.01
3913,мазут,0.048,0.203,1374.0,39939.343,2.212
3914,мазут,0.064,0.466,1087.0,40484.544,2.843
3915,мазут,0.051,0.138,1168.0,40472.095,3.767
3916,мазут,0.034,0.281,1254.0,39138.123,1.916
3917,мазут,0.036,0.33,1022.0,39782.253,3.611
3918,мазут,0.047,0.045,1217.0,39108.745,3.022
3919,мазут,0.061,0.149,1353.0,39521.693,1.378
3920,мазут,0.061,0.169,1224.0,39461.425,3.28
3921,мазут,0.045,0.159,1168.0,40580.393,1.183
3922,мазут,0.041,0.02,1311.0,39687.15,2.152
3923,мазут,0.049,0.285,1409.0,39675.88,1.956
3924,мазут,0.021,0.283,1078.0,39682.849,1.218
3925,мазут,0.023,0.246,1229.0,39897.366,2.773
3926,мазут,0.034,0.052,1095.0,40786.607,1.051
3927,мазут,0.064,0.327,1051.0,40297.259,1.655
3928,мазут,0.053,0.071,1201.0,40210.109,2.264
3929,мазут,0.057,0.257,1167.0,39986.788,2.692
3930,мазут,0.025,0.018,1210.0,40242.487,1.479
3931,мазут,0.058,0.023,1211.0,40130.014,1.718
3932,мазут,0.032,0.053,1188.0,40341.356,2.159
3933,мазут,0.073,0.061,1459.0,40090.477,2.051
3934,мазут,0.056,0.154,1345.0,39887.887,1.021
3935,мазут,0.037,0.091,1229.0,39736.064,2.215
3936,мазут,0.059,0.283,1398.0,40215.496,2.268
3937,мазут,0.06,0.286,1193.0,40543.1,1.906
3938,мазут,0.025,0.315,1206.0,39931.885,1.97
3939,мазут,0.041,0.193,1185.0,39596.587,2.446
3940,мазут,0.052,0.367,1358.0,39681.666,1.682
3941,мазут,0.068,0.088,1294.0,40493.888,2.537
3942,мазут,0.057,0.213,1191.0,39893.209,0.603
3943,мазут,0.068,0.145,1231.0,40288.102,1.455
3944,мазут,0.026,0.107,1292.0,40440.69,0.699
3945,мазут,0.067,0.038,1028.0,40110.519,2.99
3946,мазут,0.04,0.313,1211.0,39883.282,1.018
3947,мазут,0.03,0.373,1425.0,40520.245,2.503
3948,мазут,0.037,0.462,1250.0,40064.67,1.326
3949,мазут,0.035,0.153,1183.0,39375.356,1.324
3950,мазут,0.098,0.16,1032.0,39728.836,3.068
3951,мазут,0.059,0.198,1126.0,39857.261,1.005
3952,мазут,0.039,0.018,1262.0,39758.184,2.937
3953,мазут,0.071,0.277,1457.0,40725.254,3.766
3954,мазут,0.027,0.008,1433.0,39037.071,1.497
3955,мазут,0.033,0.02,1432.0,40039.739,0.811
3956,мазут,0.067,0.265,1428.0,39702.732,1.243
3957,мазут,0.046,0.434,1115.0,40312.309,1.712
3958,мазут,0.043,0.234,1086.0,39516.134,2.269
3959,мазут,0.025,0.316,1271.0,39585.651,1.048
3960,мазут,0.06,0.014,1232.0,39258.798,2.968
3961,мазут,0.052,0.202,1274.0,40272.913,1.248
3962,мазут,0.041,0.123,1408.0,40143.793,2.086
3963,мазут,0.054,0.198,1320.0,39096.028,2.07
3964,мазут,0.029,0.291,1136.0,39598.455,1.626
3965,мазут,0.056,0.309,1059.0,39249.888,1.01
3966,мазут,0.07,0.32,1160.0,40050.95,2.272
3967,мазут,0.092,0.407,1190.0,39460.796,2.376
3968,мазут,0.062,0.33,1255.0,40091.613,1.777
3969,мазут,0.059,0.215,1327.0,40399.88,3.363
3970,мазут,0.026,0.124,1282.0,39367.136,3.048
3971,мазут,0.038,0.115,1091.0,39260.567,1.773
3972,мазут,0.032,0.205,1123.0,39314.092,0.373
3973,мазут,0.024,0.386,1064.0,40216.332,0.979
3974,мазут,0.02,0.265,1160.0,40823.525,3.095
3975,мазут,0.028,0.136,1085.0,40035.914,1.318
3976,мазут,0.059,0.261,1332.0,39707.253,2.474
3977,мазут,0.066,0.049,1372.0,39630.412,2.647
3978,мазут,0.09,0.191,1258.0,39542.844,2.842
3979,мазут,0.052,0.158,1214.0,39387.486,2.192
3980,мазут,0.033,0.089,1362.0,40260.034,2.474
3981,мазут,0.065,0.23,1049.0,39327.7,0.743
3982,мазут,0.021,0.308,1364.0,39633.529,1.846
3983,мазут,0.065,0.165,1168.0,39784.326,2.805
3984,мазут,0.047,0.127,1363.0,40605.982,3.257
3985,мазут,0.097,0.147,1424.0,40241.95,1.522
3986,мазут,0.035,0.208,1419.0,39425.056,3.679
3987,мазут,0.08,0.089,1035.0,39543.459,3.233
3988,мазут,0.054,0.04,1314.0,39697.076,1.359
3989,мазут,0.093,0.164,1248.0,40407.711,2.849
3990,мазут,0.047,0.199,1138.0,40223.906,1.466
3991,мазут,0.037,0.29,1370.0,39773.081,1.241
3992,мазут,0.07,0.037,1234.0,39649.533,2.278
3993,мазут,0.033,0.443,1427.0,39909.563,1.098
3994,мазут,0.057,0.137,1174.0,40807.539,1.43
3995,мазут,0.07,0.353,1469.0,40100.043,0.453
3996,мазут,0.043,0.183,1295.0,39420.191,2.868
3997,мазут,0.071,0.303,1122.0,40166.829,1.686
3998,мазут,0.055,0.397,1346.0,39950.761,2.156
3999,мазут,0.102,0.204,1045.0,40264.462,3.409
4000,мазут,0.027,0.198,1263.0,40429.525,1.665
4001,мазут,0.05,0.118,1213.0,40184.936,2.534
4002,мазут,0.065,0.323,1207.0,40956.668,3.756
4003,мазут,0.025,0.352,1305.0,40246.805,2.061
4004,мазут,0.053,0.083,1457.0,39835.347,3.083
4005,мазут,0.073,0.194,1259.0,39720.884,3.076
4006,мазут,0.028,0.328,1478.0,40873.362,3.8
4007,мазут,0.052,0.095,1398.0,40390.065,3.482
4008,мазут,0.056,0.198,1209.0,39397.974,2.478
4009,мазут,0.05,0.363,1287.0,40652.144,1.663
4010,мазут,0.078,0.331,1366.0,39179.519,0.317
4011,мазут,0.029,0.256,1185.0,39655.262,2.809
4012,мазут,0.021,0.235,1267.0,39735.416,1.455
4013,мазут,0.039,0.023,1235.0,39635.113,1.783
4014,мазут,0.032,0.266,1295.0,39939.802,2.771
4015,мазут,0.074,0.292,1286.0,39662.244,1.393
4016,мазут,0.026,0.021,1084.0,39870.286,3.481
4017,мазут,0.057,0.244,1452.0,39805.172,1.138
4018,мазут,0.08,0.21,1313.0,39829.09,2.959
4019,мазут,0.036,0.072,1369.0,40484.577,3.19
4020,мазут,0.034,0.233,1217.0,40410.694,2.268
4021,мазут,0.059,0.165,1231.0,40524.287,1.973
4022,мазут,0.023,0.082,1264.0,40054.402,1.84
4023,мазут,0.105,0.335,1229.0,39872.684,1.618
4024,мазут,0.048,0.305,1255.0,39717.631,1.586
4025,мазут,0.033,0.002,1244.0,39495.921,0.672
4026,мазут,0.039,0.269,1143.0,39449.573,2.288
4027,мазут,0.036,0.084,1208.0,39903.76,1.326
4028,мазут,0.048,0.327,1201.0,40722.63,2.871
4029,мазут,0.052,0.232,1206.0,40833.542,0.422
4030,мазут,0.054,0.15,1486.0,40063.071,0.374
4031,мазут,0.076,0.319,1441.0,39110.256,1.585
4032,мазут,0.054,0.106,1338.0,40530.238,0.825
4033,мазут,0.059,0.326,1175.0,40247.053,1.114
4034,мазут,0.055,0.209,1069.0,39173.207,3.005
4035,мазут,0.096,0.314,1109.0,39941.309,2.61
4036,мазут,0.046,0.251,1039.0,39462.822,2.569
4037,мазут,0.067,0.17,1153.0,39800.434,2.175
4038,мазут,0.071,0.097,1371.0,40147.271,0.844
4039,мазут,0.047,0.097,1259.0,39413.339,1.235
4040,мазут,0.028,0.054,1142.0,40467.745,1.743
4041,мазут,0.063,0.279,1411.0,39731.749,2.019
4042,мазут,0.036,0.211,1325.0,40035.252,2.369
4043,мазут,0.063,0.308,1304.0,39360.4,0.873
4044,мазут,0.056,0.329,1203.0,39898.73,2.134
4045,мазут,0.075,0.142,1206.0,39063.001,1.148
4046,мазут,0.052,0.1,1252.0,40151.687,1.623
4047,мазут,0.056,0.327,1255.0,39439.978,0.485
4048,мазут,0.058,0.267,1291.0,40342.134,1.688
4049,мазут,0.051,0.186,1122.0,39810.585,1.936
4050,мазут,0.047,0.205,1180.0,40391.766,3.49
4051,мазут,0.058,0.259,1444.0,39401.432,0.365
4052,мазут,0.035,0.22,1338.0,40340.782,0.646
4053,мазут,0.088,0.191,1229.0,40280.927,2.666
4054,мазут,0.022,0.358,1293.0,39539.025,0.778
4055,мазут,0.035,0.248,1410.0,39300.283,2.752
4056,мазут,0.041,0.241,1188.0,40350.842,0.969
4057,мазут,0.037,0.032,1041.0,39929.318,0.665
4058,мазут,0.092,0.187,1177.0,39408.457,1.879
4059,мазут,0.053,0.318,1205.0,40555.887,0.819
4060,мазут,0.048,0.071,1045.0,39697.4,1.058
4061,мазут,0.054,0.361,1208.0,39712.502,1.656
4062,мазут,0.053,0.383,1142.0,39751.091,1.417
4063,мазут,0.028,0.372,1445.0,39791.091,2.584
4064,мазут,0.024,0.119,1281.0,40695.388,2.237
4065,мазут,0.041,0.088,1155.0,40114.737,1.494
4066,мазут,0.057,0.221,1290.0,39382.197,0.555
4067,мазут,0.048,0.256,1336.0,40100.602,2.446
4068,мазут,0.052,0.185,1342.0,40813.074,3.773
4069,мазут,0.039,0.026,1290.0,40285.823,1.83
4070,мазут,0.046,0.242,1235.0,39273.052,1.465
4071,мазут,0.071,0.494,1269.0,39324.795,0.269
4072,мазут,0.066,0.288,1256.0,40162.102,2.736
4073,мазут,0.069,0.256,1301.0,39479.081,3.139
4074,мазут,0.047,0.393,1365.0,40009.073,1.646
4075,мазут,0.076,0.157,1249.0,40455.65,0.978
4076,мазут,0.063,0.488,1152.0,40132.711,1.99
4077,мазут,0.031,0.093,1088.0,39988.406,0.266
4078,мазут,0.047,0.283,1251.0,39371.859,2.777
4079,мазут,0.082,0.4,1284.0,39693.917,1.484
4080,мазут,0.036,0.168,1490.0,39796.523,0.766
4081,мазут,0.054,0.017,1250.0,39948.646,2.204
4082,мазут,0.026,0.079,1318.0,39837.509,3.158
4083,мазут,0.049,0.008,1241.0,39067.7,1.828
4084,мазут,0.036,0.129,1070.0,40369.686,1.106
4085,мазут,0.033,0.276,1192.0,40113.285,1.374
4086,мазут,0.032,0.085,1224.0,39799.293,1.443
4087,мазут,0.042,0.376,1150.0,40233.812,1.852
4088,мазут,0.033,0.172,1099.0,39889.248,2.544
4089,мазут,0.044,0.109,1063.0,39556.43,1.285
4090,мазут,0.078,0.099,1093.0,39431.452,1.603
4091,мазут,0.023,0.142,1269.0,39349.383,2.616
4092,мазут,0.057,0.099,1489.0,39855.02,3.639
4093,мазут,0.05,0.268,1301.0,39822.787,1.66
4094,мазут,0.043,0.258,1208.0,40985.525,2.063
4095,мазут,0.041,0.086,1248.0,39335.059,0.95
4096,мазут,0.055,0.412,1494.0,39628.671,2.05
4097,мазут,0.066,0.072,1300.0,40096.803,1.796
4098,мазут,0.064,0.229,1208.0,39971.411,1.512
4099,мазут,0.035,0.111,1419.0,39958.25,2.38
4100,мазут,0.051,0.3,1333.0,39945.044,0.5
4101,мазут,0.049,0.068,1106.0,40311.656,0.916
4102,мазут,0.024,0.233,1189.0,39842.768,1.833
4103,мазут,0.03,0.242,1378.0,39819.899,0.537
4104,мазут,0.06,0.408,1492.0,39194.98,1.639
4105,мазут,0.085,0.312,1100.0,39643.331,1.382
4106,мазут,0.037,0.224,1028.0,39403.2,2.54
4107,мазут,0.058,0.218,1318.0,40300.166,1.951
4108,мазут,0.038,0.096,1327.0,40222.495,1.589
4109,мазут,0.092,0.185,1130.0,39828.768,1.806
4110,мазут,0.048,0.03,1155.0,39500.107,1.5
4111,мазут,0.066,0.149,1225.0,39868.427,2.901
4112,мазут,0.038,0.221,1097.0,39528.996,2.779
4113,мазут,0.035,0.324,1145.0,39362.304,0.648
4114,мазут,0.073,0.156,1322.0,39265.72,1.336
4115,мазут,0.098,0.087,1429.0,40413.225,0.952
4116,мазут,0.07,0.205,1475.0,40481.957,0.888
4117,мазут,0.039,0.165,1166.0,39852.912,3.1
4118,мазут,0.058,0.106,1361.0,39051.026,2.977
4119,мазут,0.036,0.229,1355.0,40688.943,1.043
4120,мазут,0.069,0.089,1042.0,39895.807,1.328
4121,мазут,0.061,0.378,1046.0,39970.793,3.546
4122,мазут,0.041,0.072,1219.0,40060.493,3.531
4123,мазут,0.036,0.313,1269.0,40182.539,0.62
4124,мазут,0.028,0.411,1090.0,39594.906,1.225
4125,мазут,0.058,0.236,1056.0,39170.621,0.531
4126,мазут,0.05,0.179,1342.0,40020.536,2.467
4127,мазут,0.08,0.07,1255.0,40212.944,1.339
4128,мазут,0.054,0.056,1226.0,39826.203,0.471
4129,мазут,0.05,0.101,1490.0,39382.6,2.697
4130,мазут,0.033,0.301,1435.0,40910.063,2.259
4131,мазут,0.043,0.293,1384.0,39773.981,2.881
4132,мазут,0.064,0.31,1252.0,40412.728,2.345
4133,мазут,0.062,0.167,1133.0,39832.544,1.302
4134,мазут,0.083,0.347,1271.0,40351.645,1.894
4135,мазут,0.075,0.197,1105.0,40025.773,1.749
4136,мазут,0.037,0.151,1349.0,39321.772,2.907
4137,мазут,0.09,0.203,1177.0,40143.175,0.903
4138,мазут,0.029,0.366,1271.0,39392.963,0.322
4139,мазут,0.041,0.113,1332.0,40265.663,2.146
4140,мазут,0.05,0.092,1294.0,40088.615,1.507
4141,мазут,0.059,0.063,1337.0,39623.392,2.223
4142,мазут,0.044,0.179,1470.0,40784.965,2.83
4143,мазут,0.096,0.14,1415.0,39382.621,1.408
4144,мазут,0.083,0.133,1369.0,39764.752,1.976
4145,мазут,0.039,0.243,1239.0,40727.112,3.452
4146,мазут,0.022,0.097,1156.0,40318.2,1.846
4147,мазут,0.078,0.185,1366.0,39551.289,1.13
4148,мазут,0.022,0.383,1253.0,39198.211,0.6
4149,мазут,0.051,0.121,1223.0,39099.864,2.032
4150,мазут,0.078,0.228,1325.0,39450.601,1.71
4151,мазут,0.055,0.399,1105.0,40434.888,1.254
4152,мазут,0.066,0.063,1364.0,39615.989,1.035
4153,мазут,0.072,0.357,1042.0,40228.861,1.631
4154,мазут,0.043,0.211,1462.0,40009.616,3.046
4155,мазут,0.102,0.265,1238.0,39649.458,0.69
4156,мазут,0.049,0.253,1137.0,39871.643,0.493
4157,мазут,0.082,0.256,1294.0,39584.501,2.352
4158,мазут,0.059,0.091,1308.0,40112.471,0.56
4159,мазут,0.046,0.071,1270.0,39875.301,2.478
4160,мазут,0.051,0.048,1431.0,40039.647,1.633
4161,мазут,0.031,0.19,1351.0,39667.767,0.543
4162,мазут,0.027,0.246,1163.0,39710.693,0.473
4163,мазут,0.062,0.318,1240.0,39368.163,2.429
4164,мазут,0.032,0.224,1161.0,40343.011,1.423
4165,мазут,0.031,0.274,1084.0,39772.791,1.471
4166,мазут,0.072,0.311,1368.0,40505.979,1.441
4167,мазут,0.039,0.211,1055.0,39512.838,1.352
4168,мазут,0.047,0.358,1342.0,39659.619,2.526
4169,мазут,0.027,0.068,1258.0,40401.979,2.637
4170,мазут,0.06,0.01,1307.0,39989.542,1.436
4171,мазут,0.042,0.017,1184.0,39682.764,1.33
4172,мазут,0.034,0.262,1278.0,39647.946,2.96
4173,мазут,0.053,0.175,1207.0,39844.505,2.177
